Delivery Date,Cycle ,Order No,MROS,Fix,Dock,Supplier,Part ,Kbn,Kbn ser.no,Delivery address,PC store,Lineside,Pick Route,Pick Seq,Del Rte ,Del Seq,Lot,Serial
2024-12-05,1,,,F,HY,01542,162810T33000,R120,1,ASSY1-0123,A09..-0201,ASSY1-0123,T,9,T,22,60,67435
2024-12-05,1,,,F,HY,01542,162610T29000,R212,1,ASSY1-0120,A05..-0102,ASSY1-0120,T,5,Z,81,40,67435
2024-12-05,1,,,F,HY,01371,122810T04000,R360,1,ASSY2-0205,A14..-0301,ASSY2-0205,T,14,T,282,40,67435
2024-12-05,1,,,F,HY,01022,121020T04000,R458,1,SPS4.-0013,A32..-0101,SPS4.-0013,T,32,T,129,8,67435
2024-12-05,1,,,F,K1,43701,90105W020100,R968,1,SPS4.-0309,A24..-0103,SPS4.-0309,T,24,T,129,500,67435
2024-12-05,1,,,F,K1,45051,135610T08000,R662,1,SPS4.-1003,A25..-0204,SPS4.-1003,T,25,T,285,39,67435
2024-12-05,1,,,F,K1,48251,256010T03000,R231,1,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67435
2024-12-05,1,,,F,K1,48251,256010T03000,R231,2,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67435
2024-12-05,1,,,F,K1,48251,256010T03000,R231,3,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67435
2024-12-05,1,,,F,K1,14061,220300T16000,R427,1,SPS2.-0703,A08..-0201,SPS2.-0703,T,8,T,1,10,67435
2024-12-05,1,,,F,K1,20401,90311W001100,R540,1,PITCH-0006,A21..-0101,PITCH-0006,T,21,T,1,120,67435
2024-12-05,1,,,F,K1,11371,162680T32000,R327,1,SPS4.-0801,A30..-0101,SPS4.-0801,T,30,T,154,18,67435
2024-12-05,1,,,F,K1,45051,135400T03000,R620,1,PITCH-0009,A19..-0305,PITCH-0009,T,19,T,233,36,67435
2024-12-05,1,,,F,K1,14061,220300T11000,R420,1,SPS2.-0503,A07..-0101,SPS2.-0503,T,7,T,50,10,67435
2024-12-05,1,,,F,K1,35513,90910TC00100,R475,1,ASSY1-0405,A08..-0304,ASSY1-0405,T,8,Z,92,25,67435
2024-12-05,1,,,F,K1,14061,156090T08000,R405,1,SPS4.-0101,A31..-0101,SPS4.-0101,T,31,T,300,14,67435
2024-12-05,1,,,F,K1,43701,90119W030800,R997,1,ASSY2-0213,A10..-0403,ASSY2-0213,T,10,T,102,750,67435
2024-12-05,1,,,F,K1,43701,90105W020200,R969,1,SPS4.-0306,A09..-0305,SPS4.-0306,T,9,T,129,310,67435
2024-12-05,1,,,F,K1,43701,90109W001900,R992,1,PITCH-0010,A22..-0403,PITCH-0010,T,22,A,233,670,67435
2024-12-05,1,,,F,K1,32606,163210T01000,R580,1,SPS4.-0433,A24..-0201,SPS4.-0433,T,24,Z,129,20,67435
2024-12-05,1,,,F,K1,11294,90915CA00400,R529,1,SPS4.-0102,A33..-0101,SPS4.-0102,T,33,T,302,25,67435
2024-12-05,1,,,F,K1,35508,232090T07000,R909,1,PITCH-0004,A19..-0301,PITCH-0004,T,19,T,206,60,67435
2024-12-05,1,,,F,K1,43701,90105W020100,R968,2,ASSY2-0302,A24..-0103,ASSY2-0302,T,24,T,62,500,67435
2024-12-05,1,,,F,K1,15201,135210T07000,R901,1,SPS4.-0417,A25..-0203,SPS4.-0417,T,25,T,129,208,67435
2024-12-05,1,,,F,K1,35508,894670222000,R026,1,SPS2.-0414,A08..-0305,SPS2.-0414,T,8,Z,327,40,67435
2024-12-05,1,,,F,K2,JAPAN,901050845500,Z398,1,HEAD.-SUB3,A22..-0201,HEAD.-SUB3,T,22,T,222,300,67435
2024-12-05,1,,,F,K2,JAPAN,135072801000,Z200,1,SPS4.-0429,A25..-0206,SPS4.-0429,T,25,T,129,144,67435
2024-12-05,1,,,F,K2,JAPAN,163313710000,Z226,1,PITCH-0001,A12..-0406,PITCH-0001,T,12,T,1,16,67435
2024-12-05,1,,,F,K2,JAPAN,909100216600,Z548,1,HEAD.-SUB1,A22..-0204,HEAD.-SUB1,T,22,T,190,100,67435
2024-12-05,1,,,F,K2,JAPAN,909100216600,Z548,2,HEAD.-SUB1,A22..-0204,HEAD.-SUB1,T,22,T,190,100,67435
2024-12-05,1,,,F,K2,JAPAN,256013706000,Z249,1,SPS4.-0603,A26..-0303,SPS4.-0603,T,26,T,154,6,67435
2024-12-05,1,,,F,K2,JAPAN,257193701100,Z111,1,PITCH-0011,A20..-0401,PITCH-0011,T,20,T,1,5,67435
2024-12-05,1,,,F,K2,JAPAN,909190506000,Z568,1,SPS4.-1001,A26..-0305,SPS4.-1001,T,26,T,13,80,67435
2024-12-05,1,,,F,K2,JAPAN,909190225800,Z796,1,ASSY2-0304,A12..-0405,ASSY2-0304,T,12,Z,119,24,67435
2024-12-05,1,,,F,K2,JAPAN,132113736002,Z152,1,PS1..-0107,A13..-0103,PS1..-0107,T,13,S,170,24,67435
2024-12-05,1,,,F,K2,JAPAN,166203704000,Z885,1,ASSY1-0114,A08..-0306,ASSY1-0114,T,8,T,12,6,67435
2024-12-05,1,,,F,K2,JAPAN,132113746001,Z281,1,PS1..-0113,A16..-0202,PS1..-0113,T,16,S,160,24,67435
2024-12-05,1,,,F,K2,JAPAN,157083701200,Z279,1,SB1..-0210,A12..-0303,SB1..-0210,T,12,T,129,312,67435
2024-12-05,1,,,F,K2,JAPAN,321161203000,Z646,1,PITCH-0012,A22..-0304,PITCH-0012,T,22,T,231,75,67435
2024-12-05,1,,,F,K2,JAPAN,111913701000,Z020,1,HEAD.-SUB1,A20..-0301,HEAD.-SUB1,T,20,Z,204,58,67435
2024-12-05,1,,,F,K2,JAPAN,909160314400,Z008,1,SPS4.-0007,A27..-0401,SPS4.-0007,T,27,T,129,80,67435
2024-12-05,1,,,F,K2,JAPAN,967232402000,Z696,1,PITCH-0008,A23..-0206,PITCH-0008,T,23,T,1,1000,67435
2024-12-05,1,,,F,K2,JAPAN,901260802601,Z436,1,HEAD.-SUB1,A20..-0305,HEAD.-SUB1,T,20,T,243,700,67435
2024-12-05,1,,,F,K3,JAPAN,114463701000,Z180,1,PITCH-0003,A18..-0101,PITCH-0003,T,18,T,192,10,67435
2024-12-05,1,,,F,K3,JAPAN,894912809100,Z185,1,SPS2.-1015,A01..-0106,SPS2.-1015,T,1,T,62,30,67435
2024-12-05,1,,,F,K3,JAPAN,256203714000,Z142,1,SPS4.-0702,A26..-0101,SPS4.-0702,T,26,T,154,10,67435
2024-12-05,1,,,F,K3,JAPAN,123153707000,Z066,1,SPS4.-0201,A23..-0101,SPS4.-0201,T,23,Z,129,6,67435
2024-12-05,1,,,F,K3,JAPAN,123153707000,Z066,2,SPS4.-0201,A23..-0101,SPS4.-0201,T,23,Z,129,6,67435
2024-12-05,1,,,F,K3,JAPAN,114453701000,Z039,1,PITCH-0003,A17..-0101,PITCH-0003,T,17,T,186,10,67435
2024-12-05,1,,,F,K3,JAPAN,132113742002,Z372,1,PS1..-0116,A14..-0401,PS1..-0116,T,14,S,164,24,67435
2024-12-05,1,,,F,K3,JAPAN,256103702000,Z140,1,SPS2.-0802,A03..-0205,SPS2.-0802,T,3,T,1,16,67435
2024-12-05,1,,,F,K3,JAPAN,122613707000,Z055,1,SPS2.-0301,A09..-0103,SPS2.-0301,T,9,Z,34,60,67435
2024-12-05,1,,,F,K3,JAPAN,238143710000,Z136,1,PITCH-0004,A19..-0101,PITCH-0004,T,19,T,117,20,67435
2024-12-05,1,,,F,K3,JAPAN,130503705000,Z083,1,HEAD.-SUB2,A20..-0201,HEAD.-SUB2,T,20,T,221,9,67435
2024-12-05,1,,,F,K3,JAPAN,130503705000,Z083,2,HEAD.-SUB2,A20..-0201,HEAD.-SUB2,T,20,T,221,9,67435
2024-12-05,1,,,F,K3,JAPAN,114523704000,Z078,1,ASSY1-0111,A03..-0103,ASSY1-0111,T,3,Z,71,30,67435
2024-12-05,1,,,F,K3,JAPAN,134703706000,Z193,1,SPS4.-0601,A27..-0201,SPS4.-0601,T,27,T,129,6,67435
2024-12-05,1,,,F,K3,JAPAN,134703706000,Z193,2,SPS4.-0601,A27..-0201,SPS4.-0601,T,27,T,129,6,67435
2024-12-05,1,,,F,K3,JAPAN,909190227700,Z177,1,ASSY2-0305,A13..-0201,ASSY2-0305,T,13,T,22,24,67435
2024-12-05,1,,,F,K3,JAPAN,909190227700,Z177,2,ASSY2-0305,A13..-0201,ASSY2-0305,T,13,T,22,24,67435
2024-12-05,2,,,F,HY,01022,121020T04000,R458,1,SPS4.-0013,A32..-0101,SPS4.-0013,T,32,T,129,8,67436
2024-12-05,2,,,F,HY,01022,121020T04000,R458,2,SPS4.-0013,A32..-0101,SPS4.-0013,T,32,T,129,8,67436
2024-12-05,2,,,F,HY,01371,122820T04000,R362,1,SPS4.-0307,A24..-0303,SPS4.-0307,T,24,T,129,40,67436
2024-12-05,2,,,F,HY,01542,162640T23000,R214,1,SPS2.-0602,A06..-0101,SPS2.-0602,T,6,Z,49,60,67436
2024-12-05,2,,,F,K1,14061,156090T08000,R405,1,SPS4.-0101,A31..-0101,SPS4.-0101,T,31,T,300,14,67436
2024-12-05,2,,,F,K1,35508,130500T08000,R502,1,HEAD.-SUB2,A21..-0201,HEAD.-SUB2,T,21,T,225,8,67436
2024-12-05,2,,,F,K1,48251,256010T03000,R231,1,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67436
2024-12-05,2,,,F,K1,48251,256010T03000,R231,2,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67436
2024-12-05,2,,,F,K1,48251,256010T03000,R231,3,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67436
2024-12-05,2,,,F,K1,35508,153300T05000,R480,1,SPS2.-0006,A08..-0202,SPS2.-0006,T,8,Z,17,20,67436
2024-12-05,2,,,F,K1,47902,132810T06002,R352,1,PS1..-0206,A12..-0305,PS1..-0206,T,12,S,130,780,67436
2024-12-05,2,,,F,K1,49402,821240209000,R016,1,ASSY1-0121,A09..-0306,ASSY1-0121,T,9,T,83,100,67436
2024-12-05,2,,,F,K1,43701,90119W001000,R976,1,SPS4.-0002,A24..-0105,SPS4.-0002,T,24,T,263,1000,67436
2024-12-05,2,,,F,K1,43701,90105W020500,R972,1,ASSY2-0301,A10..-0306,ASSY2-0301,T,10,T,64,200,67436
2024-12-05,2,,,F,K1,45051,135060T11000,R928,1,SPS4.-0424,A25..-0201,SPS4.-0424,T,25,Z,129,28,67436
2024-12-05,2,,,F,K1,14061,122110T01000,R350,1,SB2..-0605,A11..-0102,SB2..-0605,T,11,T,179,24,67436
2024-12-05,2,,,F,K1,14061,220300T11000,R420,1,SPS2.-0603,A07..-0101,SPS2.-0603,T,7,T,50,10,67436
2024-12-05,2,,,F,K1,35508,130700T07000,R910,1,HEAD.-SUB2,A21..-0206,HEAD.-SUB2,T,21,T,1,8,67436
2024-12-05,2,,,F,K1,14061,125010T01000,R912,1,PITCH-0001,A11..-0106,PITCH-0001,T,11,Z,117,12,67436
2024-12-05,2,,,F,K1,43701,90105W004400,R962,1,SPS4.-0202,A25..-0205,SPS4.-0202,T,25,T,129,150,67436
2024-12-05,2,,,F,K1,11294,90915CA00400,R529,1,SPS4.-0102,A33..-0101,SPS4.-0102,T,33,T,302,25,67436
2024-12-05,2,,,F,K1,45051,135590T08000,R632,1,PITCH-0006,A21..-0202,PITCH-0006,T,21,T,1,24,67436
2024-12-05,2,,,F,K2,JAPAN,122623702000,Z094,1,SPS2.-0204,A02..-0306,SPS2.-0204,T,2,Z,28,20,67436
2024-12-05,2,,,F,K2,JAPAN,132113734002,Z162,1,PS1..-0103,A13..-0104,PS1..-0103,T,13,S,162,24,67436
2024-12-05,2,,,F,K2,JAPAN,321011210000,Z642,1,SPS4.-0426,A27..-0405,SPS4.-0426,T,27,Z,129,6,67436
2024-12-05,2,,,F,K2,JAPAN,132512203002,Z312,1,PS1..-0114,A15..-0301,PS1..-0114,T,15,T,156,100,67436
2024-12-05,2,,,F,K2,JAPAN,232912301000,Z349,1,PITCH-0004,A15..-0106,PITCH-0004,T,15,T,207,600,67436
2024-12-05,2,,,F,K2,JAPAN,122613704000,Z090,1,SPS2.-0209,A03..-0101,SPS2.-0209,T,3,Z,33,20,67436
2024-12-05,2,,,F,K2,JAPAN,901260805200,Z440,1,HEAD.-SUB1,A20..-0306,HEAD.-SUB1,T,20,T,117,500,67436
2024-12-05,2,,,F,K2,JAPAN,111913701000,Z020,1,HEAD.-SUB1,A20..-0301,HEAD.-SUB1,T,20,Z,204,58,67436
2024-12-05,2,,,F,K2,JAPAN,901050845500,Z398,1,HEAD.-SUB3,A22..-0201,HEAD.-SUB3,T,22,T,222,300,67436
2024-12-05,2,,,F,K2,JAPAN,909100216600,Z548,1,HEAD.-SUB1,A22..-0204,HEAD.-SUB1,T,22,T,190,100,67436
2024-12-05,2,,,F,K2,JAPAN,153013701000,Z260,1,ASSY1-0109,A01..-0505,ASSY1-0109,T,1,T,70,100,67436
2024-12-05,2,,,F,K2,JAPAN,163313710000,Z226,1,PITCH-0001,A12..-0406,PITCH-0001,T,12,T,1,16,67436
2024-12-05,2,,,F,K3,JAPAN,114463701000,Z180,1,PITCH-0003,A18..-0101,PITCH-0003,T,18,T,192,10,67436
2024-12-05,2,,,F,K3,JAPAN,123153706000,Z065,1,SPS4.-0203,A23..-0301,SPS4.-0203,T,23,T,129,5,67436
2024-12-05,2,,,F,K3,JAPAN,114453701000,Z039,1,PITCH-0003,A17..-0101,PITCH-0003,T,17,T,186,10,67436
2024-12-05,2,,,F,K3,JAPAN,312704707000,Z9CX,1,SPS2.-1202,PLLT.-0001,SPS2.-1202,T,3,T,12,2,67436
2024-12-05,2,,,F,K3,JAPAN,909190227700,Z177,1,ASSY2-0305,A13..-0201,ASSY2-0305,T,13,T,22,24,67436
2024-12-05,2,,,F,K3,JAPAN,909190227700,Z177,2,ASSY2-0305,A13..-0201,ASSY2-0305,T,13,T,22,24,67436
2024-12-05,2,,,F,K3,JAPAN,123153707000,Z066,1,SPS4.-0201,A23..-0101,SPS4.-0201,T,23,Z,129,6,67436
2024-12-05,2,,,F,K3,JAPAN,123153707000,Z066,2,SPS4.-0201,A23..-0101,SPS4.-0201,T,23,Z,129,6,67436
2024-12-05,2,,,F,K3,JAPAN,132113742002,Z372,1,PS1..-0116,A14..-0401,PS1..-0116,T,14,S,164,24,67436
2024-12-05,2,,,F,K3,JAPAN,132113742002,Z372,2,PS1..-0116,A14..-0401,PS1..-0116,T,14,S,164,24,67436
2024-12-05,2,,,F,K3,JAPAN,162793702000,Z116,1,SPS2.-0002,A03..-0202,SPS2.-0002,T,3,Z,44,40,67436
2024-12-05,2,,,F,K3,JAPAN,130503705000,Z083,1,HEAD.-SUB2,A20..-0201,HEAD.-SUB2,T,20,T,221,9,67436
2024-12-05,2,,,F,K3,JAPAN,256203714000,Z142,1,SPS4.-0702,A26..-0101,SPS4.-0702,T,26,T,154,10,67436
2024-12-05,2,,,F,K3,JAPAN,135232205000,Z716,1,HEAD.-SUB2,A22..-0203,HEAD.-SUB2,T,22,T,219,50,67436
2024-12-05,2,,,F,K3,JAPAN,909101227600,Z120,1,SPS2.-0003,A03..-0203,SPS2.-0003,T,3,T,1,40,67436
2024-12-05,2,,,F,K3,JAPAN,134703706000,Z193,1,SPS4.-0601,A27..-0201,SPS4.-0601,T,27,T,129,6,67436
2024-12-05,2,,,F,K3,JAPAN,134703706000,Z193,2,SPS4.-0601,A27..-0201,SPS4.-0601,T,27,T,129,6,67436
2024-12-05,2,,,F,K3,JAPAN,160313701000,Z730,1,SPS4.-0501,A28..-0101,SPS4.-0501,T,28,Z,129,20,67436
2024-12-05,3,,,F,HY,01022,121020T04000,R458,1,SPS4.-0013,A32..-0101,SPS4.-0013,T,32,T,129,8,67437
2024-12-05,3,,,F,HY,01022,121020T04000,R458,2,SPS4.-0013,A32..-0101,SPS4.-0013,T,32,T,129,8,67437
2024-12-05,3,,,F,HY,01341,171670T12000,R922,1,SPS2.-0100,A08..-0101,SPS2.-0100,T,8,T,26,16,67437
2024-12-05,3,,,F,K1,35508,90919W100900,R101,1,PITCH-0009,A22..-0101,PITCH-0009,T,22,Z,234,200,67437
2024-12-05,3,,,F,K1,27101,137160T02000,R160,1,HEAD.-SUB1,A21..-0103,HEAD.-SUB1,T,21,T,205,5000,67437
2024-12-05,3,,,F,K1,14061,220300T11000,R420,1,SPS2.-0503,A07..-0101,SPS2.-0503,T,7,T,50,10,67437
2024-12-05,3,,,F,K1,43701,90119W011800,R978,1,PITCH-0004,A10..-0405,PITCH-0004,T,10,T,154,550,67437
2024-12-05,3,,,F,K1,35508,232090T07000,R909,1,PITCH-0004,A19..-0301,PITCH-0004,T,19,T,206,60,67437
2024-12-05,3,,,F,K1,44001,90466W000700,R750,1,ASSY1-0102,A09..-0205,ASSY1-0102,T,9,T,63,500,67437
2024-12-05,3,,,F,K1,14061,156090T08000,R405,1,SPS4.-0101,A31..-0101,SPS4.-0101,T,31,T,300,14,67437
2024-12-05,3,,,F,K1,14061,156090T08000,R405,2,SPS4.-0101,A31..-0101,SPS4.-0101,T,31,T,300,14,67437
2024-12-05,3,,,F,K1,14061,220300T11000,R420,2,SPS2.-0603,A07..-0101,SPS2.-0603,T,7,T,50,10,67437
2024-12-05,3,,,F,K1,35508,153300T05000,R480,1,SPS2.-0006,A08..-0202,SPS2.-0006,T,8,Z,17,20,67437
2024-12-05,3,,,F,K1,35513,896150202000,R028,1,ASSY1-0108,A09..-0202,ASSY1-0108,T,9,T,75,108,67437
2024-12-05,3,,,F,K1,45051,135610T08000,R662,1,SPS4.-1003,A25..-0204,SPS4.-1003,T,25,T,285,39,67437
2024-12-05,3,,,F,K1,43701,90105W009000,R963,1,SB2..-0603,A10..-0205,SB2..-0603,T,10,T,177,1000,67437
2024-12-05,3,,,F,K1,11371,162680T32000,R327,1,SPS4.-0801,A30..-0101,SPS4.-0801,T,30,T,154,18,67437
2024-12-05,3,,,F,K1,48251,256010T03000,R231,1,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67437
2024-12-05,3,,,F,K1,48251,256010T03000,R231,2,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67437
2024-12-05,3,,,F,K1,48251,256010T03000,R231,3,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67437
2024-12-05,3,,,F,K2,JAPAN,111153706200,Z012,1,PITCH-0003,A14..-0303,PITCH-0003,T,14,Z,184,50,67437
2024-12-05,3,,,F,K2,JAPAN,894261227000,Z238,1,SPS2.-0805,A01..-0201,SPS2.-0805,T,1,T,1,50,67437
2024-12-05,3,,,F,K2,JAPAN,122613709000,Z218,1,SPS2.-0102,A03..-0303,SPS2.-0102,T,3,Z,20,20,67437
2024-12-05,3,,,F,K2,JAPAN,894212603000,Z852,1,SPS2.-0807,A02..-0103,SPS2.-0807,T,2,T,1,60,67437
2024-12-05,3,,,F,K2,JAPAN,193153702000,Z338,1,ASSY2-0209,A14..-0206,ASSY2-0209,T,14,T,1,80,67437
2024-12-05,3,,,F,K2,JAPAN,901050845500,Z398,1,HEAD.-SUB3,A22..-0201,HEAD.-SUB3,T,22,T,222,300,67437
2024-12-05,3,,,F,K2,JAPAN,162613720000,Z230,1,SPS2.-0101,A09..-0106,SPS2.-0101,T,9,Z,19,50,67437
2024-12-05,3,,,F,K2,JAPAN,909100216600,Z548,1,HEAD.-SUB1,A22..-0204,HEAD.-SUB1,T,22,T,190,100,67437
2024-12-05,3,,,F,K2,JAPAN,909100216600,Z548,2,HEAD.-SUB1,A22..-0204,HEAD.-SUB1,T,22,T,190,100,67437
2024-12-05,3,,,F,K2,JAPAN,909171103000,Z240,1,SPS2.-0706,A01..-0202,SPS2.-0706,T,1,T,1,50,67437
2024-12-05,3,,,F,K2,JAPAN,173433704000,Z838,1,SPS2.-0206,A02..-0102,SPS2.-0206,T,2,Z,31,50,67437
2024-12-05,3,,,F,K2,JAPAN,134703704200,Z375,1,SPS4.-0605,A23..-0305,SPS4.-0605,T,23,T,129,6,67437
2024-12-05,3,,,F,K2,JAPAN,238143705100,Z353,1,PITCH-0004,A20..-0101,PITCH-0004,T,20,Z,210,14,67437
2024-12-05,3,,,F,K2,JAPAN,909190225800,Z796,1,ASSY2-0304,A12..-0405,ASSY2-0304,T,12,Z,119,24,67437
2024-12-05,3,,,F,K2,JAPAN,901191410600,Z416,1,SPS4.-0602,A27..-0404,SPS4.-0602,T,27,T,129,80,67437
2024-12-05,3,,,F,K2,JAPAN,121803801000,Z080,1,ASSY2-0231,A10..-0406,ASSY2-0231,T,10,T,114,150,67437
2024-12-05,3,,,F,K2,JAPAN,111913701000,Z020,1,HEAD.-SUB1,A20..-0301,HEAD.-SUB1,T,20,Z,204,58,67437
2024-12-05,3,,,F,K2,JAPAN,163313710000,Z226,1,PITCH-0001,A12..-0406,PITCH-0001,T,12,T,1,16,67437
2024-12-05,3,,,F,K3,JAPAN,312704707000,Z9CX,1,SPS2.-1202,PLLT.-0001,SPS2.-1202,T,3,T,12,2,67437
2024-12-05,3,,,F,K3,JAPAN,238143710000,Z136,1,PITCH-0004,A19..-0101,PITCH-0004,T,19,T,117,20,67437
2024-12-05,3,,,F,K3,JAPAN,132113742002,Z372,1,PS1..-0116,A14..-0401,PS1..-0116,T,14,S,164,24,67437
2024-12-05,3,,,F,K3,JAPAN,132113742002,Z372,2,PS1..-0116,A14..-0401,PS1..-0116,T,14,S,164,24,67437
2024-12-05,3,,,F,K3,JAPAN,132113742001,Z371,1,PS1..-0117,A16..-0301,PS1..-0117,T,16,S,165,24,67437
2024-12-05,3,,,F,K3,JAPAN,193153703000,Z340,1,ASSY2-0212,A14..-0201,ASSY2-0212,T,14,T,22,80,67437
2024-12-05,3,,,F,K3,JAPAN,160313701000,Z730,1,SPS4.-0501,A28..-0101,SPS4.-0501,T,28,Z,129,20,67437
2024-12-05,3,,,F,K3,JAPAN,123153707000,Z066,1,SPS4.-0201,A23..-0101,SPS4.-0201,T,23,Z,129,6,67437
2024-12-05,3,,,F,K3,JAPAN,123153707000,Z066,2,SPS4.-0201,A23..-0101,SPS4.-0201,T,23,Z,129,6,67437
2024-12-05,3,,,F,K3,JAPAN,132113742003,Z373,1,PS1..-0115,A16..-0101,PS1..-0115,T,16,S,163,24,67437
2024-12-05,3,,,F,K3,JAPAN,114463701000,Z180,1,PITCH-0003,A18..-0101,PITCH-0003,T,18,T,192,10,67437
2024-12-05,3,,,F,K3,JAPAN,114463701000,Z180,2,PITCH-0003,A18..-0101,PITCH-0003,T,18,T,192,10,67437
2024-12-05,3,,,F,K3,JAPAN,256203714000,Z142,1,SPS4.-0702,A26..-0101,SPS4.-0702,T,26,T,154,10,67437
2024-12-05,3,,,F,K3,JAPAN,134703706000,Z193,1,SPS4.-0601,A27..-0201,SPS4.-0601,T,27,T,129,6,67437
2024-12-05,3,,,F,K3,JAPAN,134703706000,Z193,2,SPS4.-0601,A27..-0201,SPS4.-0601,T,27,T,129,6,67437
2024-12-05,3,,,F,K3,JAPAN,894912809100,Z185,1,SPS2.-1015,A01..-0106,SPS2.-1015,T,1,T,62,30,67437
2024-12-05,3,,,F,K3,JAPAN,111153707100,Z002,1,PITCH-0003,A19..-0401,PITCH-0003,T,19,T,188,50,67437
2024-12-05,3,,,F,K3,JAPAN,114453701000,Z039,1,PITCH-0003,A17..-0101,PITCH-0003,T,17,T,186,10,67437
2024-12-05,3,,,F,K3,JAPAN,114453701000,Z039,2,PITCH-0003,A17..-0101,PITCH-0003,T,17,T,186,10,67437
2024-12-05,3,,,F,K3,JAPAN,256103702000,Z140,1,SPS2.-0802,A03..-0205,SPS2.-0802,T,3,T,1,16,67437
2024-12-05,3,,,F,K3,JAPAN,130503705000,Z083,1,HEAD.-SUB2,A20..-0201,HEAD.-SUB2,T,20,T,221,9,67437
2024-12-05,3,,,F,K3,JAPAN,130503705000,Z083,2,HEAD.-SUB2,A20..-0201,HEAD.-SUB2,T,20,T,221,9,67437
2024-12-05,3,,,F,K3,JAPAN,909190227700,Z177,1,ASSY2-0305,A13..-0201,ASSY2-0305,T,13,T,22,24,67437
2024-12-05,3,,,F,K3,JAPAN,909190227700,Z177,2,ASSY2-0305,A13..-0201,ASSY2-0305,T,13,T,22,24,67437
2024-12-05,3,,,F,K3,JAPAN,909190227700,Z177,3,ASSY2-0305,A13..-0201,ASSY2-0305,T,13,T,22,24,67437
2024-12-05,3,,,F,K3,JAPAN,123153706000,Z065,1,SPS4.-0203,A23..-0301,SPS4.-0203,T,23,T,129,5,67437
2024-12-05,4,,,F,HY,01022,121020T04000,R458,1,SPS4.-0013,A32..-0101,SPS4.-0013,T,32,T,129,8,67438
2024-12-05,4,,,F,HY,01022,121020T04000,R458,2,SPS4.-0013,A32..-0101,SPS4.-0013,T,32,T,129,8,67438
2024-12-05,4,,,F,HY,01542,162610T29000,R212,1,ASSY1-0120,A05..-0102,ASSY1-0120,T,5,Z,81,40,67438
2024-12-05,4,,,F,HY,01542,162670T09000,R210,1,ASSY1-0112,A06..-0102,ASSY1-0112,T,6,Z,72,68,67438
2024-12-05,4,,,F,HY,01542,238270T05000,R220,1,SPS2.-0601,A05..-0101,SPS2.-0601,T,5,T,48,45,67438
2024-12-05,4,,,F,HY,01371,122810T04000,R360,1,ASSY2-0205,A14..-0301,ASSY2-0205,T,14,T,282,40,67438
2024-12-05,4,,,F,HY,01542,238260T30000,R218,1,SPS2.-0304,A09..-0301,SPS2.-0304,T,9,T,35,108,67438
2024-12-05,4,,,F,K1,11294,90915CA00400,R529,1,SPS4.-0102,A33..-0101,SPS4.-0102,T,33,T,302,25,67438
2024-12-05,4,,,F,K1,45051,135590T08000,R632,1,PITCH-0006,A21..-0202,PITCH-0006,T,21,T,1,24,67438
2024-12-05,4,,,F,K1,35508,90919W100700,R908,1,PITCH-0009,A19..-0406,PITCH-0009,T,19,Z,234,200,67438
2024-12-05,4,,,F,K1,14061,220300T14000,R426,1,SPS2.-0702,A08..-0205,SPS2.-0702,T,8,T,1,10,67438
2024-12-05,4,,,F,K1,45051,135060T11000,R928,1,SPS4.-0424,A25..-0201,SPS4.-0424,T,25,Z,129,28,67438
2024-12-05,4,,,F,K1,48251,256010T03000,R231,1,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67438
2024-12-05,4,,,F,K1,48251,256010T03000,R231,2,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67438
2024-12-05,4,,,F,K1,43701,90105W020100,R968,1,ASSY2-0302,A24..-0103,ASSY2-0302,T,24,T,62,500,67438
2024-12-05,4,,,F,K1,14061,122110T01000,R350,1,SB2..-0605,A11..-0102,SB2..-0605,T,11,T,179,24,67438
2024-12-05,4,,,F,K1,14061,125110T02000,R410,1,PITCH-0001,A11..-0101,PITCH-0001,T,11,T,198,12,67438
2024-12-05,4,,,F,K1,35508,153300T05000,R480,1,SPS2.-0006,A08..-0202,SPS2.-0006,T,8,Z,17,20,67438
2024-12-05,4,,,F,K1,14061,156090T08000,R405,1,SPS4.-0101,A31..-0101,SPS4.-0101,T,31,T,300,14,67438
2024-12-05,4,,,F,K1,43701,90105W020200,R969,1,SPS4.-0306,A09..-0305,SPS4.-0306,T,9,T,129,310,67438
2024-12-05,4,,,F,K1,35508,232090T07000,R909,1,PITCH-0004,A19..-0301,PITCH-0004,T,19,T,206,60,67438
2024-12-05,4,,,F,K1,43701,90105W020400,R971,1,ASSY2-0223,A10..-0305,ASSY2-0223,T,10,T,233,245,67438
