Delivery Date,Cycle ,Order No,MROS,Fix,Dock,Supplier,Part ,Kbn,Kbn ser.no,Delivery address,PC store,Lineside,Pick Route,Pick Seq,Del Rte ,Del Seq,Lot,Serial
2024-12-05,12,,,F,K3,JAPAN,132113742002,Z372,2,PS1..-0116,A14..-0401,PS1..-0116,T,14,S,164,24,67446
2024-12-05,12,,,F,K3,JAPAN,162973701000,Z087,1,SPS2.-0004,A09..-0101,SPS2.-0004,T,9,Z,15,100,67446
2024-12-05,12,,,F,K3,JAPAN,909101227600,Z120,1,SPS2.-0003,A03..-0203,SPS2.-0003,T,3,T,1,40,67446
2024-12-05,12,,,F,K3,JAPAN,162793702000,Z116,1,SPS2.-0002,A03..-0202,SPS2.-0002,T,3,Z,44,40,67446
2024-12-05,12,,,F,K3,JAPAN,256203714000,Z142,1,SPS4.-0702,A26..-0101,SPS4.-0702,T,26,T,154,10,67446
2024-12-05,12,,,F,K3,JAPAN,123153707000,Z066,1,SPS4.-0201,A23..-0101,SPS4.-0201,T,23,Z,129,6,67446
2024-12-05,12,,,F,K3,JAPAN,123153707000,Z066,2,SPS4.-0201,A23..-0101,SPS4.-0201,T,23,Z,129,6,67446
2024-12-05,12,,,F,K3,JAPAN,134703706000,Z193,1,SPS4.-0601,A27..-0201,SPS4.-0601,T,27,T,129,6,67446
2024-12-05,12,,,F,K3,JAPAN,134703706000,Z193,2,SPS4.-0601,A27..-0201,SPS4.-0601,T,27,T,129,6,67446
2024-12-05,12,,,F,K3,JAPAN,114463701000,Z180,1,PITCH-0003,A18..-0101,PITCH-0003,T,18,T,192,10,67446
2024-12-05,12,,,F,K3,JAPAN,114453701000,Z039,1,PITCH-0003,A17..-0101,PITCH-0003,T,17,T,186,10,67446
2024-12-05,12,,,F,K3,JAPAN,130503705000,Z083,1,HEAD.-SUB2,A20..-0201,HEAD.-SUB2,T,20,T,221,9,67446
2024-12-05,12,,,F,K3,JAPAN,238143710000,Z136,1,PITCH-0004,A19..-0101,PITCH-0004,T,19,T,117,20,67446
2024-12-05,12,,,F,K3,JAPAN,909190227700,Z177,1,ASSY2-0305,A13..-0201,ASSY2-0305,T,13,T,22,24,67446
2024-12-05,12,,,F,K3,JAPAN,909190227700,Z177,2,ASSY2-0305,A13..-0201,ASSY2-0305,T,13,T,22,24,67446
2024-12-05,13,,,F,HY,01022,121020T04000,R458,1,SPS4.-0013,A32..-0101,SPS4.-0013,T,32,T,129,8,67447
2024-12-05,13,,,F,HY,01022,121020T04000,R458,2,SPS4.-0013,A32..-0101,SPS4.-0013,T,32,T,129,8,67447
2024-12-05,13,,,F,HY,01371,122820T04000,R362,1,SPS4.-0307,A24..-0303,SPS4.-0307,T,24,T,129,40,67447
2024-12-05,13,,,F,K1,48251,256010T03000,R231,1,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67447
2024-12-05,13,,,F,K1,48251,256010T03000,R231,2,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67447
2024-12-05,13,,,F,K1,45051,135400T03000,R620,1,PITCH-0009,A19..-0305,PITCH-0009,T,19,T,233,36,67447
2024-12-05,13,,,F,K1,14061,220300T11000,R420,1,SPS2.-0603,A07..-0101,SPS2.-0603,T,7,T,50,10,67447
2024-12-05,13,,,F,K1,11371,162680T32000,R327,1,SPS4.-0801,A30..-0101,SPS4.-0801,T,30,T,154,18,67447
2024-12-05,13,,,F,K1,45051,135060T11000,R928,1,SPS4.-0424,A25..-0201,SPS4.-0424,T,25,Z,129,28,67447
2024-12-05,13,,,F,K1,43701,90119W003000,R977,1,SPS2.-0405,A10..-0401,SPS2.-0405,T,10,T,289,1000,67447
2024-12-05,13,,,F,K1,35508,153300T06000,R490,1,SPS2.-0005,A09..-0206,SPS2.-0005,T,9,T,1,20,67447
2024-12-05,13,,,F,K1,14061,220300T16000,R427,1,SPS2.-0703,A08..-0201,SPS2.-0703,T,8,T,1,10,67447
2024-12-05,13,,,F,K1,14061,156090T08000,R405,1,SPS4.-0101,A31..-0101,SPS4.-0101,T,31,T,300,14,67447
2024-12-05,13,,,F,K1,45051,135590T08000,R632,1,PITCH-0006,A21..-0202,PITCH-0006,T,21,T,1,24,67447
2024-12-05,13,,,F,K1,43701,90105W020100,R968,1,ASSY2-0302,A24..-0103,ASSY2-0302,T,24,T,62,500,67447
2024-12-05,13,,,F,K1,14061,122110T01000,R350,1,SB2..-0605,A11..-0102,SB2..-0605,T,11,T,179,24,67447
2024-12-05,13,,,F,K1,35508,232090T07000,R909,1,PITCH-0004,A19..-0301,PITCH-0004,T,19,T,206,60,67447
2024-12-05,13,,,F,K2,JAPAN,121803801000,Z080,1,ASSY2-0231,A10..-0406,ASSY2-0231,T,10,T,114,150,67447
2024-12-05,13,,,F,K2,JAPAN,909100216600,Z548,1,HEAD.-SUB1,A22..-0204,HEAD.-SUB1,T,22,T,190,100,67447
2024-12-05,13,,,F,K2,JAPAN,909100216600,Z548,2,HEAD.-SUB1,A22..-0204,HEAD.-SUB1,T,22,T,190,100,67447
2024-12-05,13,,,F,K2,JAPAN,257193701100,Z111,1,PITCH-0011,A20..-0401,PITCH-0011,T,20,T,1,5,67447
2024-12-05,13,,,F,K2,JAPAN,132512203003,Z313,1,PS1..-0105,A15..-0205,PS1..-0105,T,15,T,155,100,67447
2024-12-05,13,,,F,K2,JAPAN,902531300100,Z492,1,SB1..-0209,A15..-0404,SB1..-0209,T,15,T,150,1000,67447
2024-12-05,13,,,F,K2,JAPAN,256203715000,Z250,1,SPS4.-0604,A25..-0102,SPS4.-0604,T,25,T,154,10,67447
2024-12-05,13,,,F,K2,JAPAN,901191410600,Z416,1,SPS4.-0602,A27..-0404,SPS4.-0602,T,27,T,129,80,67447
2024-12-05,13,,,F,K2,JAPAN,901050845500,Z398,1,HEAD.-SUB3,A22..-0201,HEAD.-SUB3,T,22,T,222,300,67447
2024-12-05,13,,,F,K2,JAPAN,321011210000,Z642,1,SPS4.-0426,A27..-0405,SPS4.-0426,T,27,Z,129,6,67447
2024-12-05,13,,,F,K2,JAPAN,9011908C8700,Z414,1,SPS2.-0307,A14..-0102,SPS2.-0307,T,1,T,22,400,67447
2024-12-05,13,,,F,K2,JAPAN,902501011301,Z480,1,SB1..-0214,A15..-0403,SB1..-0214,T,15,T,152,500,67447
2024-12-05,13,,,F,K2,JAPAN,901050848600,ZM98,1,HEAD.-SUB3,A20..-0405,HEAD.-SUB3,T,20,T,217,500,67447
2024-12-05,13,,,F,K2,JAPAN,901260602900,Z432,1,SB2..-0602,A15..-0306,SB2..-0602,T,15,T,176,2000,67447
2024-12-05,13,,,F,K2,JAPAN,894223303000,Z392,1,ASSY2-0233,A14..-0104,ASSY2-0233,T,14,T,22,60,67447
2024-12-05,13,,,F,K2,JAPAN,132512203002,Z312,1,PS1..-0114,A15..-0301,PS1..-0114,T,15,T,156,100,67447
2024-12-05,13,,,F,K2,JAPAN,901100604000,Z406,1,SB1..-0206,A15..-0305,SB1..-0206,T,15,T,148,2000,67447
2024-12-05,13,,,F,K2,JAPAN,901260805200,Z440,1,HEAD.-SUB1,A20..-0306,HEAD.-SUB1,T,20,T,117,500,67447
2024-12-05,13,,,F,K2,JAPAN,941518080000,Z664,1,SPS4.-0420,A14..-0205,SPS4.-0420,T,14,T,129,1000,67447
2024-12-05,13,,,F,K2,JAPAN,163313710000,Z226,1,PITCH-0001,A12..-0406,PITCH-0001,T,12,T,1,16,67447
2024-12-05,13,,,F,K2,JAPAN,132512203001,Z311,1,PS1..-0120,A15..-0201,PS1..-0120,T,15,T,157,100,67447
2024-12-05,13,,,F,K2,JAPAN,111913701000,Z020,1,HEAD.-SUB1,A20..-0301,HEAD.-SUB1,T,20,Z,204,58,67447
2024-12-05,13,,,F,K2,JAPAN,162613703100,Z232,1,SPS2.-0208,A03..-0304,SPS2.-0208,T,3,Z,22,50,67447
2024-12-05,13,,,F,K2,JAPAN,909130102700,Z554,1,SPS2.-1108,A02..-0305,SPS2.-1108,T,2,T,12,300,67447
2024-12-05,13,,,F,K3,JAPAN,134703706000,Z193,1,SPS4.-0601,A27..-0201,SPS4.-0601,T,27,T,129,6,67447
2024-12-05,13,,,F,K3,JAPAN,134703706000,Z193,2,SPS4.-0601,A27..-0201,SPS4.-0601,T,27,T,129,6,67447
2024-12-05,13,,,F,K3,JAPAN,909190227700,Z177,1,ASSY2-0305,A13..-0201,ASSY2-0305,T,13,T,22,24,67447
2024-12-05,13,,,F,K3,JAPAN,909190227700,Z177,2,ASSY2-0305,A13..-0201,ASSY2-0305,T,13,T,22,24,67447
2024-12-05,13,,,F,K3,JAPAN,160313701000,Z730,1,SPS4.-0501,A28..-0101,SPS4.-0501,T,28,Z,129,20,67447
2024-12-05,13,,,F,K3,JAPAN,114523704000,Z078,1,ASSY1-0111,A03..-0103,ASSY1-0111,T,3,Z,71,30,67447
2024-12-05,13,,,F,K3,JAPAN,123153706000,Z065,1,SPS4.-0203,A23..-0301,SPS4.-0203,T,23,T,129,5,67447
2024-12-05,13,,,F,K3,JAPAN,256103702000,Z140,1,SPS2.-0802,A03..-0205,SPS2.-0802,T,3,T,1,16,67447
2024-12-05,13,,,F,K3,JAPAN,114453701000,Z039,1,PITCH-0003,A17..-0101,PITCH-0003,T,17,T,186,10,67447
2024-12-05,13,,,F,K3,JAPAN,256203714000,Z142,1,SPS4.-0702,A26..-0101,SPS4.-0702,T,26,T,154,10,67447
2024-12-05,13,,,F,K3,JAPAN,130503705000,Z083,1,HEAD.-SUB2,A20..-0201,HEAD.-SUB2,T,20,T,221,9,67447
2024-12-05,13,,,F,K3,JAPAN,130503705000,Z083,2,HEAD.-SUB2,A20..-0201,HEAD.-SUB2,T,20,T,221,9,67447
2024-12-05,13,,,F,K3,JAPAN,312704707000,Z9CX,1,SPS2.-1202,PLLT.-0001,SPS2.-1202,T,3,T,12,2,67447
2024-12-05,13,,,F,K3,JAPAN,114463701000,Z180,1,PITCH-0003,A18..-0101,PITCH-0003,T,18,T,192,10,67447
2024-12-05,13,,,F,K3,JAPAN,904662200500,Z063,1,ASSY2-0215,A14..-0101,ASSY2-0215,T,14,T,104,500,67447
2024-12-05,13,,,F,K3,JAPAN,909190509100,Z570,1,PITCH-0002,A19..-0403,PITCH-0002,T,19,T,98,50,67447
2024-12-05,13,,,F,K3,JAPAN,123153707000,Z066,1,SPS4.-0201,A23..-0101,SPS4.-0201,T,23,Z,129,6,67447
2024-12-05,13,,,F,K3,JAPAN,123153707000,Z066,2,SPS4.-0201,A23..-0101,SPS4.-0201,T,23,Z,129,6,67447
2024-12-05,13,,,F,K3,JAPAN,894912809100,Z185,1,SPS2.-1015,A01..-0106,SPS2.-1015,T,1,T,62,30,67447
2024-12-05,13,,,F,K3,JAPAN,132113742002,Z372,1,PS1..-0116,A14..-0401,PS1..-0116,T,14,S,164,24,67447
2024-12-05,14,,,F,HY,01542,162610T29000,R212,1,ASSY1-0120,A05..-0102,ASSY1-0120,T,5,Z,81,40,67448
2024-12-05,14,,,F,HY,01371,122810T04000,R360,1,ASSY2-0205,A14..-0301,ASSY2-0205,T,14,T,282,40,67448
2024-12-05,14,,,F,HY,01022,121020T04000,R458,1,SPS4.-0013,A32..-0101,SPS4.-0013,T,32,T,129,8,67448
2024-12-05,14,,,F,HY,01022,121020T04000,R458,2,SPS4.-0013,A32..-0101,SPS4.-0013,T,32,T,129,8,67448
2024-12-05,14,,,F,HY,01371,171180T02000,R711,1,SPS2.-0403,A08..-0301,SPS2.-0403,T,8,Z,41,18,67448
2024-12-05,14,,,F,K1,35508,130700T07000,R910,1,HEAD.-SUB2,A21..-0206,HEAD.-SUB2,T,21,T,1,8,67448
2024-12-05,14,,,F,K1,43701,90105W020200,R969,1,SPS4.-0306,A09..-0305,SPS4.-0306,T,9,T,129,310,67448
2024-12-05,14,,,F,K1,43701,90109W001900,R992,1,PITCH-0010,A22..-0403,PITCH-0010,T,22,A,233,670,67448
2024-12-05,14,,,F,K1,14061,125110T02000,R410,1,PITCH-0001,A11..-0101,PITCH-0001,T,11,T,198,12,67448
2024-12-05,14,,,F,K1,45051,135610T08000,R662,1,SPS4.-1003,A25..-0204,SPS4.-1003,T,25,T,285,39,67448
2024-12-05,14,,,F,K1,48251,256010T03000,R231,1,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67448
2024-12-05,14,,,F,K1,48251,256010T03000,R231,2,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67448
2024-12-05,14,,,F,K1,48251,256010T03000,R231,3,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67448
2024-12-05,14,,,F,K1,11294,90915CA00400,R529,1,SPS4.-0102,A33..-0101,SPS4.-0102,T,33,T,302,25,67448
2024-12-05,14,,,F,K1,14061,220300T11000,R420,1,SPS2.-0503,A07..-0101,SPS2.-0503,T,7,T,50,10,67448
2024-12-05,14,,,F,K1,35508,153300T05000,R480,1,SPS2.-0006,A08..-0202,SPS2.-0006,T,8,Z,17,20,67448
2024-12-05,14,,,F,K1,35508,130500T08000,R502,1,HEAD.-SUB2,A21..-0201,HEAD.-SUB2,T,21,T,225,8,67448
2024-12-05,14,,,F,K1,11371,162680T32000,R327,1,SPS4.-0801,A30..-0101,SPS4.-0801,T,30,T,154,18,67448
2024-12-05,14,,,F,K1,43701,90105W019800,R966,1,SPS4.-0001,A24..-0102,SPS4.-0001,T,24,T,264,400,67448
2024-12-05,14,,,F,K1,14061,156090T08000,R405,1,SPS4.-0101,A31..-0101,SPS4.-0101,T,31,T,300,14,67448
2024-12-05,14,,,F,K2,JAPAN,902500812001,Z471,1,SPS2.-1014,A01..-0304,SPS2.-1014,T,1,T,22,1000,67448
2024-12-05,14,,,F,K2,JAPAN,901050845500,Z398,1,HEAD.-SUB3,A22..-0201,HEAD.-SUB3,T,22,T,222,300,67448
2024-12-05,14,,,F,K2,JAPAN,909190225800,Z796,1,ASSY2-0304,A12..-0405,ASSY2-0304,T,12,Z,119,24,67448
2024-12-05,14,,,F,K2,JAPAN,134703704200,Z375,1,SPS4.-0605,A23..-0305,SPS4.-0605,T,23,T,129,6,67448
2024-12-05,14,,,F,K2,JAPAN,257613701100,Z365,1,SPS2.-0205,A04..-0106,SPS2.-0205,T,4,Z,29,50,67448
2024-12-05,14,,,F,K2,JAPAN,111913701000,Z020,1,HEAD.-SUB1,A20..-0301,HEAD.-SUB1,T,20,Z,204,58,67448
2024-12-05,14,,,F,K2,JAPAN,909100216600,Z548,1,HEAD.-SUB1,A22..-0204,HEAD.-SUB1,T,22,T,190,100,67448
2024-12-05,14,,,F,K2,JAPAN,941518080000,Z664,1,ASSY1-0206,A14..-0205,ASSY1-0206,T,14,T,62,1000,67448
2024-12-05,14,,,F,K2,JAPAN,111593701000,Z016,1,PITCH-0009,A22..-0302,PITCH-0009,T,22,T,231,500,67448
2024-12-05,14,,,F,K2,JAPAN,173613701100,Z202,1,ASSY1-0303,A04..-0103,ASSY1-0303,T,4,Z,91,20,67448
2024-12-05,14,,,F,K2,JAPAN,9011908B4700,Z412,1,SPS4.-0303,A26..-0306,SPS4.-0303,T,26,T,129,160,67448
2024-12-05,14,,,F,K2,JAPAN,835301206000,Z256,1,PITCH-0009,A23..-0404,PITCH-0009,T,23,T,68,80,67448
2024-12-05,14,,,F,K2,JAPAN,122613709000,Z218,1,SPS2.-0102,A03..-0303,SPS2.-0102,T,3,Z,20,20,67448
2024-12-05,14,,,F,K2,JAPAN,256013706000,Z249,1,SPS4.-0603,A26..-0303,SPS4.-0603,T,26,T,154,6,67448
2024-12-05,14,,,F,K2,JAPAN,238143705100,Z353,1,PITCH-0004,A20..-0101,PITCH-0004,T,20,Z,210,14,67448
2024-12-05,14,,,F,K2,JAPAN,166203704000,Z885,1,ASSY1-0114,A08..-0306,ASSY1-0114,T,8,T,12,6,67448
2024-12-05,14,,,F,K3,JAPAN,134703706000,Z193,1,SPS4.-0601,A27..-0201,SPS4.-0601,T,27,T,129,6,67448
2024-12-05,14,,,F,K3,JAPAN,134703706000,Z193,2,SPS4.-0601,A27..-0201,SPS4.-0601,T,27,T,129,6,67448
2024-12-05,14,,,F,K3,JAPAN,130503705000,Z083,1,HEAD.-SUB2,A20..-0201,HEAD.-SUB2,T,20,T,221,9,67448
2024-12-05,14,,,F,K3,JAPAN,123153706000,Z065,1,SPS4.-0203,A23..-0301,SPS4.-0203,T,23,T,129,5,67448
2024-12-05,14,,,F,K3,JAPAN,238143710000,Z136,1,PITCH-0004,A19..-0101,PITCH-0004,T,19,T,117,20,67448
2024-12-05,14,,,F,K3,JAPAN,132113742002,Z372,1,PS1..-0116,A14..-0401,PS1..-0116,T,14,S,164,24,67448
2024-12-05,14,,,F,K3,JAPAN,132113742002,Z372,2,PS1..-0116,A14..-0401,PS1..-0116,T,14,S,164,24,67448
2024-12-05,14,,,F,K3,JAPAN,123153707000,Z066,1,SPS4.-0201,A23..-0101,SPS4.-0201,T,23,Z,129,6,67448
2024-12-05,14,,,F,K3,JAPAN,123153707000,Z066,2,SPS4.-0201,A23..-0101,SPS4.-0201,T,23,Z,129,6,67448
2024-12-05,14,,,F,K3,JAPAN,256203714000,Z142,1,SPS4.-0702,A26..-0101,SPS4.-0702,T,26,T,154,10,67448
2024-12-05,14,,,F,K3,JAPAN,114463701000,Z180,1,PITCH-0003,A18..-0101,PITCH-0003,T,18,T,192,10,67448
2024-12-05,14,,,F,K3,JAPAN,256103702000,Z140,1,SPS2.-0802,A03..-0205,SPS2.-0802,T,3,T,1,16,67448
2024-12-05,14,,,F,K3,JAPAN,135232205000,Z716,1,HEAD.-SUB2,A22..-0203,HEAD.-SUB2,T,22,T,219,50,67448
2024-12-05,14,,,F,K3,JAPAN,909190227700,Z177,1,ASSY2-0305,A13..-0201,ASSY2-0305,T,13,T,22,24,67448
2024-12-05,14,,,F,K3,JAPAN,909190227700,Z177,2,ASSY2-0305,A13..-0201,ASSY2-0305,T,13,T,22,24,67448
2024-12-05,14,,,F,K3,JAPAN,114453701000,Z039,1,PITCH-0003,A17..-0101,PITCH-0003,T,17,T,186,10,67448
2024-12-05,15,,,F,HY,01542,238270T05000,R220,1,SPS2.-0501,A05..-0101,SPS2.-0501,T,5,T,48,45,67449
2024-12-05,15,,,F,HY,01022,121020T04000,R458,1,SPS4.-0013,A32..-0101,SPS4.-0013,T,32,T,129,8,67449
2024-12-05,15,,,F,HY,01022,121020T04000,R458,2,SPS4.-0013,A32..-0101,SPS4.-0013,T,32,T,129,8,67449
2024-12-05,15,,,F,HY,01542,122620T08000,R058,1,SPS2.-0305,A08..-0103,SPS2.-0305,T,8,T,22,100,67449
2024-12-05,15,,,F,HY,01341,171670T12000,R922,1,SPS2.-0100,A08..-0101,SPS2.-0100,T,8,T,26,16,67449
2024-12-05,15,,,F,HY,01542,162670T09000,R210,1,ASSY1-0112,A06..-0102,ASSY1-0112,T,6,Z,72,68,67449
2024-12-05,15,,,F,HY,01542,162830T06000,R216,1,ASSY1-0119,A08..-0303,ASSY1-0119,T,8,T,55,108,67449
2024-12-05,15,,,F,K1,49402,821240209000,R016,1,ASSY1-0121,A09..-0306,ASSY1-0121,T,9,T,83,100,67449
2024-12-05,15,,,F,K1,14061,220300T14000,R426,1,SPS2.-0702,A08..-0205,SPS2.-0702,T,8,T,1,10,67449
2024-12-05,15,,,F,K1,14061,122110T01000,R350,1,SB2..-0605,A11..-0102,SB2..-0605,T,11,T,179,24,67449
2024-12-05,15,,,F,K1,14025,312700202000,R772,1,SPS2.-1201,PLLT.-0002,SPS2.-1201,Z,37,Z,12,90,67449
2024-12-05,15,,,F,K1,45051,135060T11000,R928,1,SPS4.-0424,A25..-0201,SPS4.-0424,T,25,Z,129,28,67449
2024-12-05,15,,,F,K1,35508,232090T07000,R909,1,PITCH-0004,A19..-0301,PITCH-0004,T,19,T,206,60,67449
2024-12-05,15,,,F,K1,48251,256010T03000,R231,1,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67449
2024-12-05,15,,,F,K1,48251,256010T03000,R231,2,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67449
2024-12-05,15,,,F,K1,48251,256010T03000,R231,3,SPS4.-0701,A29..-0101,SPS4.-0701,T,29,T,154,4,67449
2024-12-05,15,,,F,K1,35508,153300T05000,R480,1,SPS2.-0006,A08..-0202,SPS2.-0006,T,8,Z,17,20,67449
2024-12-05,15,,,F,K1,43701,90105W004400,R962,1,SPS4.-0202,A25..-0205,SPS4.-0202,T,25,T,129,150,67449
2024-12-05,15,,,F,K1,43701,90119W001000,R976,1,SPS4.-0002,A24..-0105,SPS4.-0002,T,24,T,263,1000,67449
2024-12-05,15,,,F,K1,43701,90105W009000,R963,1,SB2..-0603,A10..-0205,SB2..-0603,T,10,T,177,1000,67449
2024-12-05,15,,,F,K1,35508,90919W100900,R101,1,PITCH-0009,A22..-0101,PITCH-0009,T,22,Z,234,200,67449
2024-12-05,15,,,F,K1,15201,135210T07000,R901,1,SPS4.-0417,A25..-0203,SPS4.-0417,T,25,T,129,208,67449
2024-12-05,15,,,F,K1,45051,135590T08000,R632,1,PITCH-0006,A21..-0202,PITCH-0006,T,21,T,1,24,67449
2024-12-05,15,,,F,K1,14061,156090T08000,R405,1,SPS4.-0101,A31..-0101,SPS4.-0101,T,31,T,300,14,67449
2024-12-05,15,,,F,K1,14061,220300T11000,R420,1,SPS2.-0603,A07..-0101,SPS2.-0603,T,7,T,50,10,67449
2024-12-05,15,,,F,K2,JAPAN,961374150100,Z680,1,ASSY2-0227,A01..-0401,ASSY2-0227,T,1,T,22,1000,67449
2024-12-05,15,,,F,K2,JAPAN,163313710000,Z226,1,PITCH-0001,A12..-0406,PITCH-0001,T,12,T,1,16,67449
2024-12-05,15,,,F,K2,JAPAN,132512203002,Z312,1,PS1..-0114,A15..-0301,PS1..-0114,T,15,T,156,100,67449
2024-12-05,15,,,F,K2,JAPAN,153013701000,Z260,1,ASSY1-0109,A01..-0505,ASSY1-0109,T,1,T,70,100,67449
2024-12-05,15,,,F,K2,JAPAN,894212603000,Z852,1,SPS2.-0807,A02..-0103,SPS2.-0807,T,2,T,1,60,67449
2024-12-05,15,,,F,K2,JAPAN,909100216600,Z548,1,HEAD.-SUB1,A22..-0204,HEAD.-SUB1,T,22,T,190,100,67449
2024-12-05,15,,,F,K2,JAPAN,909100216600,Z548,2,HEAD.-SUB1,A22..-0204,HEAD.-SUB1,T,22,T,190,100,67449
2024-12-05,15,,,F,K2,JAPAN,903411202601,Z504,1,SPS4.-0004,A27..-0106,SPS4.-0004,T,27,T,266,400,67449
2024-12-05,15,,,F,K2,JAPAN,132113746002,Z283,1,PS1..-0112,A16..-0204,PS1..-0112,T,16,S,159,24,67449
2024-12-05,15,,,F,K2,JAPAN,903455300600,Z508,1,PITCH-0002,A10..-0301,PITCH-0002,T,10,T,98,300,67449
2024-12-05,15,,,F,K2,JAPAN,909190506000,Z568,1,SPS4.-1001,A26..-0305,SPS4.-1001,T,26,T,13,80,67449
2024-12-05,15,,,F,K2,JAPAN,173613707000,Z211,1,ASSY1-0302,A04..-0201,ASSY1-0302,T,4,Z,89,20,67449
2024-12-05,15,,,F,K2,JAPAN,111913701000,Z020,1,HEAD.-SUB1,A20..-0301,HEAD.-SUB1,T,20,Z,204,58,67449
2024-12-05,15,,,F,K3,JAPAN,123153707000,Z066,1,SPS4.-0201,A23..-0101,SPS4.-0201,T,23,Z,129,6,67449
2024-12-05,15,,,F,K3,JAPAN,256203714000,Z142,1,SPS4.-0702,A26..-0101,SPS4.-0702,T,26,T,154,10,67449
2024-12-05,15,,,F,K3,JAPAN,256203714000,Z142,2,SPS4.-0702,A26..-0101,SPS4.-0702,T,26,T,154,10,67449
2024-12-05,15,,,F,K3,JAPAN,132113742002,Z372,1,PS1..-0116,A14..-0401,PS1..-0116,T,14,S,164,24,67449
2024-12-05,15,,,F,K3,JAPAN,132113742002,Z372,2,PS1..-0116,A14..-0401,PS1..-0116,T,14,S,164,24,67449
2024-12-05,15,,,F,K3,JAPAN,238143710000,Z136,1,PITCH-0004,A19..-0101,PITCH-0004,T,19,T,117,20,67449
2024-12-05,15,,,F,K3,JAPAN,130503705000,Z083,1,HEAD.-SUB2,A20..-0201,HEAD.-SUB2,T,20,T,221,9,67449
2024-12-05,15,,,F,K3,JAPAN,132113742001,Z371,1,PS1..-0117,A16..-0301,PS1..-0117,T,16,S,165,24,67449
2024-12-05,15,,,F,K3,JAPAN,162793702000,Z116,1,SPS2.-0002,A03..-0202,SPS2.-0002,T,3,Z,44,40,67449
2024-12-05,15,,,F,K3,JAPAN,114453701000,Z039,1,PITCH-0003,A17..-0101,PITCH-0003,T,17,T,186,10,67449
2024-12-05,15,,,F,K3,JAPAN,114453701000,Z039,2,PITCH-0003,A17..-0101,PITCH-0003,T,17,T,186,10,67449
2024-12-05,15,,,F,K3,JAPAN,909190227700,Z177,1,ASSY2-0305,A13..-0201,ASSY2-0305,T,13,T,22,24,67449
2024-12-05,15,,,F,K3,JAPAN,909190227700,Z177,2,ASSY2-0305,A13..-0201,ASSY2-0305,T,13,T,22,24,67449
2024-12-05,15,,,F,K3,JAPAN,134703706000,Z193,1,SPS4.-0601,A27..-0201,SPS4.-0601,T,27,T,129,6,67449
2024-12-05,15,,,F,K3,JAPAN,134703706000,Z193,2,SPS4.-0601,A27..-0201,SPS4.-0601,T,27,T,129,6,67449
2024-12-05,15,,,F,K3,JAPAN,312704707000,Z9CX,1,SPS2.-1202,PLLT.-0001,SPS2.-1202,T,3,T,12,2,67449
2024-12-05,15,,,F,K3,JAPAN,132113742003,Z373,1,PS1..-0115,A16..-0101,PS1..-0115,T,16,S,163,24,67449
2024-12-05,15,,,F,K3,JAPAN,909101227600,Z120,1,SPS2.-0003,A03..-0203,SPS2.-0003,T,3,T,1,40,67449
2024-12-05,15,,,F,K3,JAPAN,894912809100,Z185,1,SPS2.-1015,A01..-0106,SPS2.-1015,T,1,T,62,30,67449
2024-12-05,15,,,F,K3,JAPAN,122043705000,Z047,1,SB2..-0606,A15..-0303,SB2..-0606,T,15,Z,180,100,67449
2024-12-05,15,,,F,K3,JAPAN,160313701000,Z730,1,SPS4.-0501,A28..-0101,SPS4.-0501,T,28,Z,129,20,67449
2024-12-05,15,,,F,K3,JAPAN,114463701000,Z180,1,PITCH-0003,A18..-0101,PITCH-0003,T,18,T,192,10,67449
2024-12-05,15,,,F,K3,JAPAN,114463701000,Z180,2,PITCH-0003,A18..-0101,PITCH-0003,T,18,T,192,10,67449
2024-12-05,15,,,F,K3,JAPAN,111153707100,Z002,1,PITCH-0003,A19..-0401,PITCH-0003,T,19,T,188,50,67449
2024-12-05,16,,,F,HY,01022,121020T04000,R458,1,SPS4.-0013,A32..-0101,SPS4.-0013,T,32,T,129,8,67450
2024-12-05,16,,,F,HY,01022,121020T04000,R458,2,SPS4.-0013,A32..-0101,SPS4.-0013,T,32,T,129,8,67450
2024-12-05,16,,,F,HY,01542,162810T33000,R120,1,ASSY1-0123,A09..-0201,ASSY1-0123,T,9,T,22,60,67450
2024-12-05,16,,,F,HY,01371,122820T04000,R362,1,SPS4.-0307,A24..-0303,SPS4.-0307,T,24,T,129,40,67450
2024-12-05,16,,,F,K1,14061,220300T11000,R420,1,SPS2.-0503,A07..-0101,SPS2.-0503,T,7,T,50,10,67450
2024-12-05,16,,,F,K1,35508,153300T05000,R480,1,SPS2.-0006,A08..-0202,SPS2.-0006,T,8,Z,17,20,67450
2024-12-05,16,,,F,K1,11371,162680T32000,R327,1,SPS4.-0801,A30..-0101,SPS4.-0801,T,30,T,154,18,67450
2024-12-05,16,,,F,K1,14061,122110T01000,R350,1,SB2..-0605,A11..-0102,SB2..-0605,T,11,T,179,24,67450
